	id	text	misogynous	misogyny_category	target	hate	humour
1169	1203	this woman in front of me really needs about 900 xanax shes just told her kid to stop being a cunt lmao	1	stereotype	active	implicit_hate	funny
1170	1204	i love a woman in red heels big titted mother getting a cunt full of cum	1	stereotype	passive	implicit_hate	funny
1171	1205	my nan was a cunt and nobody liked her one woman cried at her funeral an url	1	discredit	active	not_hate	funny
1172	1206	what is a cunt brick is it a brick that it quite very stupid or a brick with woman parts url	1	stereotype	passive	not_hate	funny
1173	1207	dutch woman looking at him like you cunt	1	discredit	active	explicit_hate	funny
1174	1208	sorry for the language but fuck me sideways did this cunt just say that from what i see woman are url	1	discredit	active	implicit_hate	funny
1175	1209	i ll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt	1	discredit	active	implicit_hate	funny
1176	1210	6th this cunt some poor woman carried a bairn for 9 months for it to pop out an end up doin this shite url	1	discredit	active	implicit_hate	funny
1177	1211	was getting elbowed by a triple chinned cunt with nails like a woman ont train let a smelly fart out before moving url	1	stereotype	active	not_hate	funny
1178	1212	woman you husband was right to love his country more then you and died for it what a low life disrespectful cunt i think you are	1	discredit	active	not_hate	funny
1179	1213	i d punch that cunt in the fuckin mouth idgaf if she s a woman url	1	sexual_harassment	active	implicit_hate	funny
1180	1214	you misspelled cunt ugly word for an ugly woman that turns on her fellow woma url	1	discredit	passive	not_hate	funny
1181	1215	i hope that dumb cunt gets her face beat in by a black woman over hearing her using the word nigga	1	dominance	active	explicit_hate	funny
1182	1216	can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder	1	stereotype	active	explicit_hate	funny
1183	1217	this woman has moved right past the cunt stage straight in to twatdom	1	discredit	active	implicit_hate	funny
1184	1218	fox news host lock clinton up url get this cunt pirro off the air she is a woman hating woman	1	discredit	active	implicit_hate	funny
1185	1219	fuck slut for daddy laughs slut cunt url	1	discredit	active	not_hate	funny
1186	1220	you re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes	1	discredit	active	not_hate	funny
1187	1221	you need pound your wet cunt untill the slut in the mirror cums post a vid so you can watch it later	1	sexual_harassment	active	implicit_hate	funny
1188	1222	what a fucking cunt this slut is also i don t want this to endddd pleaseeeee when is tuesday gonnaaaaa url	1	discredit	active	not_hate	funny
1189	1223	dumb cunt steals from my car go to hell slut	1	sexual_harassment	active	explicit_hate	funny
1190	1224	lol shut the fuck up ms neverwonafight u a hoe skank slut cunt hypocritical bitcch url	1	dominance	active	not_hate	funny
1191	1225	my friend who s a bitch slut shamed one of the girls i work with today because she has a child	1	discredit	active	not_hate	funny
1192	1226	i make in a day what u make a month n roll yo pros in a haitian blunt take the bitch call wifey n make her slut	1	discredit	active	implicit_hate	funny
1193	1227	dream molly is her own person and is always a bitch a slut url	1	discredit	active	not_hate	funny
1194	1228	that bitch is the godmother of perversion crooked hillary is like the ugly old slut of the wild west that opens the whorehouse	1	discredit	active	implicit_hate	funny
1195	1229	u sluts get them 100 likes on instagram and think y all the coldest bitch in detroit	1	discredit	active	not_hate	funny
1196	1230	dont compare your self to me cause im a bitch and your a slut	1	discredit	active	not_hate	funny
1197	1231	u call i m ma bitch such a funny r u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme	1	discredit	active	not_hate	funny
1198	1232	so many sluts texted stephen when we got lionel our cats look the same bitch 95 of house cats in the us are domestics stay in your lane	1	dominance	active	implicit_hate	funny
1199	1233	so my mom called me a nasty slut because i got a tattoo lmao that bitch is crazy	1	discredit	active	not_hate	funny
1200	1234	the fag stays away and so does that slut bitch he proffered as bait they are both fakes	1	discredit	active	implicit_hate	funny
1201	1235	this bitch is a slut	1	discredit	active	not_hate	funny
1202	1236	says the bitch wit a hat weave a full face in her icon lol fucc outta here you sewer rat gutter slut tro url	1	discredit	active	explicit_hate	funny
1203	1237	dawgg im fr boutta roast this bitch lmfoaoo dont ever post ian again u stupid ass slut	1	dominance	active	not_hate	funny
1204	1238	i don t take bitch or slut as an insult	1	derailing	active	not_hate	funny
1205	1239	laugh you bitch when a family member dies we on tweeter get the last laugh you slut	1	dominance	active	not_hate	funny
1206	1240	being rude to you call u slut or bitch or everything related u rasa putus tunang is the best way ke	1	discredit	active	not_hate	funny
1207	1241	post telling how you love hooking up with a filthy slut so you and that whore joke about her man i url	1	discredit	active	not_hate	funny
1208	1242	be my whore my slut my bitchy	1	sexual_harassment	active	explicit_hate	funny
1209	1243	to the whore who runs your shitshow go educate yourself as to why acting like a fucking political slut doesn url	1	dominance	active	not_hate	funny
1210	1244	cobra didn t do anything insecure drunken whore ass lily basically lied manipulated out of anger bc jr didn t want a slut	1	discredit	active	not_hate	funny
1211	1245	i fuckung get tweets from fans if that piece of shit whore slut disgusting human being about her new song fuuuuuuuuuuuuuuuuuck	1	discredit	active	not_hate	funny
1212	1246	slut derogatory term for a female who will fuck anyone for free whore derogatory term for someone who fucks for money just sayin	1	discredit	passive	implicit_hate	funny
1213	1247	almost everyone i ve met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate	1	derailing	passive	not_hate	funny
1214	1248	coming onto a status about women sexual assault harassment to mansplain it and say that not all men are abusive is probs the worst thing	1	derailing	passive	implicit_hate	funny
1215	1249	well that s a personal problem and obv not all men do it women abuse power as well not a defense just a fact	1	derailing	passive	not_hate	funny
1216	1250	glad not all men are like that and sad some women are like this url	1	derailing	passive	not_hate	funny
1217	1251	now what i can say not all men are trash maybe the woman who said it itself is trash	1	discredit	active	implicit_hate	funny
1218	1252	tbh not all men are trash shit just because y all fucking around with the wrong ones you don t get to call the whole race shit	1	discredit	passive	implicit_hate	funny
1219	1253	the i m such a feminist niggas will not all men you to death lmao	1	discredit	passive	explicit_hate	funny
1220	1254	not all men are trash but if you always pick the ones who are trash or treat you like trash then ya you ll learn to hate them for sure	1	discredit	passive	implicit_hate	funny
1221	1255	not all men need female warden to rule his life and make him miserable i get you th url	1	discredit	passive	not_hate	funny
1222	1256	23 the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid and being in on fucking up lawsuit	1	discredit	active	implicit_hate	funny
1223	1257	lmfao you trying hard hun you your skank friend can t reach to me my girls level bitch bye	1	discredit	active	implicit_hate	funny
1224	1258	still waiting on a favorite for me to inbox you about blablah from some bitch i dont know you got my favorite dumb skank wheres my dm	1	discredit	active	implicit_hate	funny
1225	1259	this bitch has been with 4 guys since phil s death but a skank	1	discredit	active	not_hate	funny
1226	1260	disgusting and bitch you are no rock star you are a no class skank url	1	discredit	active	explicit_hate	funny
1227	1261	old sick dog hillary is a disgusting bitch but even a skank has a friend im sure german url	1	discredit	active	implicit_hate	funny
1228	1262	if i ain t meet her i ont like her shut the fuck up bitch no one fucking like you skank ass as it is hoe	1	dominance	active	implicit_hate	funny
1229	1263	monika was right right about what what did that fucking bitch ass thot motherfucking ho ass skank say to you	1	discredit	active	explicit_hate	funny
1230	1264	i ve seen this skank thot basic bitch ig trash before her videos are the worst such a prostitute	1	discredit	active	explicit_hate	funny
1231	1265	yeah well i didnt suck dick for tips you dirty skank yes you did you lonely miserable bitch its called fucking alimony	1	discredit	active	explicit_hate	funny
1232	1266	one minute you re a spooky little witch bitch and then the next you re an angelic skank singing oh holy night haha	1	discredit	passive	explicit_hate	funny
1233	1267	what s up bitch ass bitches and skank ass skanks	1	discredit	passive	explicit_hate	funny
1234	1268	this bitch needs to get a life already jobless skank go do something productive	1	dominance	active	explicit_hate	funny
1235	1269	i don t want a loyal bitch i want a skank hoe who will suck another niggas dick in my be url	1	sexual_harassment	passive	explicit_hate	funny
1236	1270	keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla url	1	dominance	active	explicit_hate	funny
1237	1271	i will quit a job in a heart beat that has a problem with me calling off due to an emergency fuck you and your bitch ass momma skank	1	discredit	active	explicit_hate	funny
1238	1272	you low life scum pathetic deprave pile of shit maggots like i said that brainless skank bitch should ve died url	1	sexual_harassment	active	explicit_hate	funny
1239	1273	everyone hates chelsea whore skank url	1	discredit	active	not_hate	funny
1240	1274	bs wilson is a skank whore and a liar diddn t you know all liberals lie	1	discredit	active	not_hate	funny
1241	1275	what a skank whore she is i see she s wearing al sharptons pimp hat she must be one of his hos	1	discredit	active	explicit_hate	funny
1242	1276	megynkelly is skank whore paid for what only thing left to watch on anymore is snl more truth to them t url	1	discredit	active	not_hate	funny
1243	1277	i get suspended at least every other day but you still see that skank whore chelsea handler still tweeting away	1	discredit	active	implicit_hate	funny
1244	1278	i fucking told you skank whore sluts listen to ms seriously url	1	dominance	active	explicit_hate	funny
1245	1279	i could say so much more so keep your skank of a mouth closed you little whore or things will only get worse for you	1	dominance	active	explicit_hate	funny
1246	1280	she is our skank we r her guys we can fuck her that way she amost say please treat my like a whore honey url	1	sexual_harassment	active	explicit_hate	funny
1247	1281	let s me honest jews offer things and the white women are just skanks muslims gang rape and beat white women url	1	discredit	passive	explicit_hate	funny
1248	1282	u people r pos liars more fake news u should offer 5 women to obama w that skank wife he has he would take the offer	1	discredit	active	implicit_hate	funny
1249	1283	would you want to be labeled a woman beater for the rest of your life by some crazy skank who s pissed url	1	discredit	passive	implicit_hate	funny
1250	1284	why any decent woman would think this skank should be 1st female potus is beyond m url	1	discredit	active	implicit_hate	funny
1251	1285	if u walk away from a down ass woman for a skank then u deserve what u get u can t turn a how into a house wife so url	1	discredit	passive	implicit_hate	funny
1252	1286	in class today girl next to me i hate how every girl dressed like a skank for halloween guy in front of me turns it was amazing	1	discredit	passive	implicit_hate	funny
1253	1287	some absolute skank of a girl out there trying to cause trouble not happening love i show my girl every message a girl sends me	1	discredit	active	implicit_hate	funny
1254	1288	the girl is late on her house payment quick buck for the skank	1	discredit	active	implicit_hate	funny
1255	1289	i like it i m 100 sure you are an irrelevant skank who s granddad was a nope th url	1	discredit	active	not_hate	funny
1256	1290	musika you are a awful person you or skank want to be ugly ho i don t know what the fuck you re wearing	1	discredit	active	explicit_hate	funny
1257	1291	you are a liar and a flop you skank hoe even netflix doesn t want you lmao url	1	discredit	active	not_hate	funny
1258	1292	first words i hear from another human today shut up you skank ass whore world 1 mik 0	1	discredit	active	explicit_hate	funny
1259	1293	whacks again bitch no the fuck you don t you damn skank	1	discredit	active	explicit_hate	funny
1260	1294	why would you call a feminist who does lesbian vampire porn a skank url	1	discredit	active	implicit_hate	funny
1261	1295	skank you are already in the streets make my money whore	1	sexual_harassment	active	explicit_hate	funny
1262	1296	you re a skank you are more skilled at shoplifting than trying to be witty	1	discredit	active	implicit_hate	funny
1263	1297	fuck you you fuckin skank what did you say i said i can t wait to own a fishing tank	1	discredit	active	explicit_hate	funny
1264	1298	so you just want money skank	1	discredit	active	not_hate	funny
1265	1299	hey american skank are you illiterate	1	discredit	active	explicit_hate	funny
1266	1300	but you probably mind the white guys you racist anti white skank	1	discredit	active	explicit_hate	funny
1267	1301	omg megyn is a skank you have that right	1	discredit	active	not_hate	funny
1268	1302	hey skank you wanna take a huge step back before we have to get everyone on your url	1	dominance	active	not_hate	funny
1269	1303	laying in my bed telling me not to suck your cock cause it smelled we know why it was up some skanks arse before you came to mine	1	discredit	passive	implicit_hate	funny
1270	1304	absolute skank you are	1	discredit	active	not_hate	funny
1271	1305	slut whore floozy harlot skank pick whatever word you want and keep the sa url	1	discredit	active	implicit_hate	funny
1272	1306	attn joy reid you awful woman are a complete skank you disgust everyone you are marked you filthy idiot	1	discredit	active	explicit_hate	funny
1273	1307	you are a skank	1	discredit	active	explicit_hate	funny
1274	1308	maybe this is what you wanted what a gross skank ever hear of a pocket better	1	discredit	active	implicit_hate	funny
1275	1309	go away skank go back to pluto or wherever in hell you came from	1	dominance	active	explicit_hate	funny
1276	1310	give it a rest you fugly skank	1	discredit	active	explicit_hate	funny
1277	1311	why don t you crawl back in your hole skank	1	dominance	active	implicit_hate	funny
1278	1312	who are yoouu this is not mario kart you are no princess peach get your skank ass up out my lane or i take you off the goddamn road	1	dominance	active	explicit_hate	funny
1279	1313	stfu you skank u want this to happen	1	dominance	active	not_hate	funny
1280	1314	it should cost you more for being a dirty skank	1	discredit	active	explicit_hate	funny
1281	1315	geez should have expect the unexpected i just happen to forget to foresee what a mouth of skank you have	1	discredit	active	implicit_hate	funny
1282	1316	and you voted for killary the skank	1	discredit	active	explicit_hate	funny
1283	1317	you must be one of those bottom feeders we warn each other about sewage spewing skank ve url	1	discredit	active	not_hate	funny
1284	1318	it kinda sounds like you run a house of skank over there mags stinks and dogs getting into the halloween candy	1	discredit	active	implicit_hate	funny
1285	1319	darla you trifling skank	1	discredit	active	explicit_hate	funny
1286	1320	talk about nyers like that after you ve survived 9 11 until then shut the fuck up you are a nasty skank	1	dominance	active	explicit_hate	funny
1287	1321	die in a fire you fucking skank	1	sexual_harassment	active	explicit_hate	funny
1288	1322	did you finally dump that annoying skank you should give erin another go	1	dominance	active	implicit_hate	funny
1289	1323	oh wow what a ugly skank you are	1	discredit	active	explicit_hate	funny
1290	1324	you re a liar let the vibe catch anyone of you and you re bussin a skank you lot url	1	discredit	active	not_hate	funny
1291	1325	stupid skank	1	discredit	active	explicit_hate	funny
1292	1326	he s gonna win in 2020 too you stupid nasty skank	1	discredit	active	explicit_hate	funny
1293	1327	you are a stupid idiot f u nasty trasy skank	1	discredit	active	explicit_hate	funny
1294	1328	she a nasty skank hoe who would fuck her wolf pussy anyway	1	discredit	active	explicit_hate	funny
1295	1329	it s too much loose pussy in the world to be raping bitches literally some of these skanks goin on sight	1	discredit	passive	explicit_hate	funny
1296	1330	find it hysterical that a bitch can t talk shit on me until she moves away scared	1	discredit	passive	implicit_hate	funny
1297	1331	but last nighttttttttttttttttt that bitch was confusing the hell out of me when i had a fucking hysterical caller	1	discredit	active	not_hate	funny
1298	1332	it s hysterical how much you bitch and complain over something so stupid don t have to catch an attitude every 5 fuckin seconds	1	stereotype	active	implicit_hate	funny
1299	1333	that bitch wanna act funny bitch ima act hysterical	1	discredit	active	implicit_hate	funny
1300	1334	always trying to wear the pants in the family	1	stereotype	active	not_hate	funny
1301	1335	correction hugh if true	1	stereotype	active	not_hate	not_funny
1302	1336	sometimes all you have to do is just let out the rope url	1	sexual_harassment	passive	not_hate	funny
1303	1337	hollywood glorifying being a slut mom you never have to grow up url	1	discredit	passive	not_hate	funny
1304	1338	if you really believe that maybe url	1	discredit	passive	not_hate	funny
1305	1339	could you try this on for me url	1	discredit	passive	not_hate	funny
1306	1340	before fighting rape culture we need to take care of those poor men who feel hurt by women complaining about rape	1	derailing	passive	implicit_hate	funny
1307	1341	perhaps it s true that are sexual predators but all women are potential prey url	1	derailing	passive	not_hate	funny
1308	1342	ok if is bad next time i hear that a girl cheated i ll assume that women are systemically pr url	1	stereotype	passive	not_hate	funny
1309	1343	is legitimatly telling you men don t rape because of some urge you need to watch zootopia and pay at url	1	derailing	passive	not_hate	funny
1310	1344	fuckin butch ass cunt motherfucker bitch lick my foot url	1	sexual_harassment	active	explicit_hate	funny
1311	1345	dear akkorou bitch ass nigga cunt on a stick fuck shit bitch kike small cocked cunt love dj rits	1	discredit	passive	explicit_hate	funny
1312	1346	fuck you thats my fucking boy bitch ass cunt ready to fight	1	discredit	active	explicit_hate	funny
1313	1347	i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road	1	discredit	active	implicit_hate	funny
1314	1348	ridiculous cunt women do it in and out of marriages the weak bitches what do u c url	1	discredit	passive	explicit_hate	funny
1315	1349	if only i could get out and beat the cunt that just hit my car with 5 fucking kids in it cops are fucking looking for you bitch 507tvb	1	sexual_harassment	active	explicit_hate	funny
1316	1350	fucking dropped my phone and cracked the screen fucking shit cunt bitch	1	discredit	active	explicit_hate	funny
1317	1351	bitch fuck shit cunt who okayyy	1	discredit	active	explicit_hate	funny
1318	1352	fat cunt ass bitch burn in hell url	1	sexual_harassment	active	explicit_hate	funny
1319	1353	cormacs such a cunt won t even let me squeeze his blackheads pussy bitch	1	sexual_harassment	passive	explicit_hate	funny
1320	1354	fuck you ugly cunt bitch don t get smacked url	1	discredit	active	explicit_hate	funny
1321	1355	leminis stop training it s time to get ripped hashtag this cunt bitch literally fuck that	1	discredit	active	explicit_hate	funny
1322	1356	i need someone to watch the tv show atypical on netflix and talk to me about how much of a dummy cunt bitch the mom is in it please	1	discredit	passive	implicit_hate	funny
1323	1357	fucking cunt bitch has learned nothing from the election	1	dominance	active	explicit_hate	funny
1324	1358	also keep my name out of ur hoe ass mouth i literally refer to u only as cunt and bitch	1	discredit	active	explicit_hate	funny
1325	1359	i want some cunt ass bitches to be spice girls w me this year	1	discredit	passive	implicit_hate	funny
1326	1360	fuck you noot noot harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch	1	discredit	active	explicit_hate	funny
1327	1361	and i thought i was a bitch but you are well the worst cunt ever	1	discredit	active	implicit_hate	funny
1328	1362	this ignorant cunt bitch bout people hate her cus she s lightskin no we hate you cus you are a man	1	discredit	active	explicit_hate	funny
1329	1363	hey bitch stop selling yourself to run cunt run url	1	discredit	active	implicit_hate	funny
1330	1364	come tell this bitch to get in the fucking sea please before i cunt punch her	1	sexual_harassment	active	explicit_hate	funny
1331	1365	u fucking cunt bitch url	1	discredit	active	explicit_hate	funny
1332	1366	fucking fuck shit piss motherfucking bitch tit cunt fucking slut	1	discredit	active	explicit_hate	funny
1333	1367	bitches better stop wearing bonnets in public put a fucking hat on if you re a lazy cunt like me that s what i do	1	discredit	passive	explicit_hate	funny
1334	1368	god fucking shit cunt dammit bitch pretentious cock sucker i dropped my ice cream	1	discredit	active	explicit_hate	funny
1335	1369	this town is going to change all right those old cunt bitches are right about that but they re not going to see the benefit of it	1	discredit	passive	explicit_hate	funny
1336	1370	you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch kys honest url	1	discredit	active	explicit_hate	funny
1337	1371	fuuucckk ass bitch cunt fart i can t believe it	1	discredit	active	not_hate	funny
1338	1372	ur the bitch motherfucker nasa is sick with what i call attention seeking cunt disorder	1	discredit	active	explicit_hate	funny
1339	1373	unprecedented right up that bitches alley not like the cunt hasn t gone behind her leader before	1	discredit	passive	implicit_hate	funny
1340	1374	just look at her face sorry women but look up cunt and you will see this bitch face if ever a woman to get punched js	1	sexual_harassment	passive	implicit_hate	funny
1341	1375	then this mein kunt bitch talks about respecting soldiers thats why all that its bs his racist ass i url	1	discredit	active	not_hate	funny
1342	1376	if them bitches take a pic with bey which i highly doubt i will forever shut my whore mouth	1	discredit	passive	implicit_hate	funny
1343	1377	bitches love arguing with me on instagram k michelle is a whore so let s stop	1	discredit	active	implicit_hate	funny
1344	1378	y all ain t shit first of all idk why u think u some new bitch lmao u still that same old whore no one likes	1	discredit	passive	not_hate	funny
1345	1379	next working from whore houses coding with bitches for future augmented reality sex apps url	1	discredit	passive	not_hate	funny
1346	1380	i love you first of all bitch we all know that s a lie with your whore mouth and your floppy wiener	1	discredit	active	explicit_hate	funny
1347	1381	sup bitch yo be fuxking care ful i find out ur touching my man ima find you be scared whore be fuxking scared	1	sexual_harassment	active	implicit_hate	funny
1348	1382	bitch ass whore ass motherfucker	1	discredit	active	explicit_hate	funny
1349	1383	ahh that s what i get for being a whore now all these bitches wanna talk	1	discredit	passive	explicit_hate	funny
1350	1384	bitch people in petsmart are looking at me like i m a crack whore url	1	discredit	passive	not_hate	funny
1351	1385	you whore stanking ass whore dick sucking ass whore wit bitch	1	discredit	active	explicit_hate	funny
1352	1386	i want a bitch or whore or pig come to me now kik mishalcoors url	1	discredit	passive	implicit_hate	funny
1353	1387	shut the fuck up bitch don t talk to greek like that you whore go on chaturbate you dickhead	1	dominance	active	explicit_hate	funny
1354	1388	have fun fucking your whore you asshole in red lip stick with a smiley face lolol what a bad bitch	1	stereotype	active	explicit_hate	funny
1355	1389	your bitch of a mother should of swallowed you like the whore she was	1	discredit	active	explicit_hate	funny
1356	1390	dont fucking facetune me you fat bitch whore phone	1	discredit	active	explicit_hate	funny
1357	1391	fuckin not even a cup like fuckin negative d cup whore flat chested bitch	1	sexual_harassment	passive	explicit_hate	funny
1358	1392	you a bitch an a whore you make us look stupid bitc well u look stupid rn lmaodjdh url	1	discredit	active	implicit_hate	funny
1359	1393	bitches are annoying you still letting him fuck u whore and he don t fw you quit flexin on here	1	discredit	passive	implicit_hate	funny
1360	1394	ugh i love briana even thou that bitch can drive me crazy i ll always love that whore	1	discredit	active	implicit_hate	funny
1361	1395	fucking take that stupid bitch filthy whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi	1	sexual_harassment	active	explicit_hate	funny
1362	1396	when people hear your name it s all some crazy thot nasty bitch whore shit	1	discredit	active	explicit_hate	funny
1363	1397	sorry bitch i ll be a whore any damn day over that shit gtfoh url	1	discredit	active	explicit_hate	funny
1364	1398	erasing 58 prominent women and millions of female supporters to bitch about one man	1	dominance	passive	not_hate	not_funny
1365	1399	maybe most women generally get along with each other really well because we don t have to deal with weird ass bitch url	1	stereotype	passive	not_hate	funny
1366	1400	some women will goto war for their nigga i will leave your ass dead ass hanging i ll never go towar with another bitch	1	sexual_harassment	passive	explicit_hate	funny
1367	1401	men say women are crazy but then message them 15 times call them a bitch cry about being friend zoned	1	stereotype	passive	implicit_hate	funny
1368	1402	that reign bitch is hot as fuck why am i being attacked by beautiful women url	1	sexual_harassment	passive	not_hate	funny
1369	1403	don t trust this lying bitch let s see if any of the other nude women in the lineup come forward she ll do url	1	discredit	active	not_hate	funny
1370	1404	i need to detach destress from work right now because the way these privileged white women are on full bitch mode url	1	discredit	active	not_hate	funny
1371	1405	preying on women is a bitch tendency	1	discredit	passive	implicit_hate	funny
1372	1406	darlington rape verdict attacker with hatred of women who described england as a bitch country url	1	stereotype	passive	not_hate	not_funny
1373	1407	if ur ugly women who interacted with kriss before this u deserve to have ur gi tract rammed through with a hot iron stake u smug bitch	1	sexual_harassment	passive	implicit_hate	funny
1374	1408	some dumb bitch really sat on a black woman are bomb page and said that black women are copying kylie s braids url	1	discredit	passive	implicit_hate	funny
1375	1409	y all expect women to settle for trash treatment and then call them riders when they do so the bitch is lonely and insecure not a rider	1	discredit	passive	implicit_hate	funny
1376	1410	why don t you want kids every women should want kids first of all bitch not w this president and our economy	1	stereotype	passive	implicit_hate	funny
1377	1411	i ve seen so many people on facebook get mad at men for posting because it s for women only bitch anyone can be sexually assaulted	1	derailing	passive	not_hate	funny
1378	1412	down bitch that s what women do provide for her man and put his head towards god when he have doubts i love you	1	dominance	active	implicit_hate	funny
1379	1413	it doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters	1	sexual_harassment	passive	explicit_hate	funny
1380	1414	no its for women who are being a fucking bitch	1	discredit	passive	implicit_hate	funny
1381	1415	i think a 40 year old crack whore cunt would be a more capable than url	1	discredit	passive	explicit_hate	funny
1382	1416	these cunt whore are lickers are all army their family if they get a female they all gang bang her whore all url	1	sexual_harassment	passive	explicit_hate	funny
1383	1417	i have diarrhea that smells better than u spook nigger coon cunt pig whore and fuck ur faggoty ass hat bitch dyke twat retard	1	discredit	active	explicit_hate	funny
1384	1418	i miss u but also fuck u cunt whore bitch	1	sexual_harassment	passive	explicit_hate	funny
1385	1419	also pretty sure you don t have the right to be a psychotic cunt to your ex when you re the trifling ass whore who cheated in the 1st place	1	stereotype	passive	not_hate	funny
1386	1420	nothing but a money grubbing russian cunt whore	1	stereotype	active	explicit_hate	funny
1387	1421	this doesn t apply to you but i hate you and your leo cunt twat whore kin url	1	stereotype	active	not_hate	funny
1388	1422	you stupid cunt bitch all women aren t stupid but all women who think like you are whore	1	discredit	active	explicit_hate	funny
1389	1423	all the men who catcall on the street i wish i could personally shove back up their moms whore cunt	1	sexual_harassment	passive	implicit_hate	funny
1390	1424	shypakiwife brutal whore degrader use that fucking cunt what she s good for i always do url	1	sexual_harassment	active	explicit_hate	funny
1391	1425	you are very whore and your cunt enjoys it url	1	sexual_harassment	active	explicit_hate	funny
1392	1426	they still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the url	1	discredit	passive	not_hate	funny
1393	1427	youre deffo gone you called someone a dumb whore cunt the other day url	1	discredit	passive	implicit_hate	funny
1394	1428	god is dead jesus is a cunt and the virgin mary was a whore	1	discredit	active	explicit_hate	funny
1395	1429	what a dumb cunt of daughter social media addicted whore	1	discredit	active	explicit_hate	funny
1396	1430	bitch text me and why tf you ain t text me back yesterday whore	1	discredit	active	implicit_hate	funny
1397	1431	ewk man this bitch be with mad whores	1	discredit	active	explicit_hate	funny
1398	1432	i don t have time for you whores bitch can t you tell i only spend time with money that s because she pays me well	1	discredit	active	explicit_hate	funny
1399	1433	yeah bitch that s where you deserve my cum	1	sexual_harassment	active	implicit_hate	funny
1400	1434	she s not only a bitch but she s also a whore she s always touching her friends boobs too which is gross	1	discredit	active	implicit_hate	funny
1401	1435	i luv a classy bitch but still might fuck a bad whore	1	discredit	active	implicit_hate	funny
1402	1436	biiiitch lil biddy whores doofus bitch im eat my ass	1	discredit	active	explicit_hate	funny
1403	1437	welp bitch im just now fucking seeing dumb whore	1	discredit	active	explicit_hate	funny
1404	1438	in my lifetime i ve called some women whores a bitch a dirty boy a hoe open up the pussy store pimp c	1	discredit	passive	explicit_hate	funny
1405	1439	this kid too much of a bitch even do shit on his own he s gotta get some stupid ass whores to do his shit for him	1	sexual_harassment	passive	explicit_hate	funny
1406	1440	ctfu tell that bitch don t be snitching she got caught whore	1	discredit	active	implicit_hate	funny
1407	1441	the bitch done had a baby shower in mcdonald s loud forgive the lil whores u made	1	discredit	active	implicit_hate	funny
1408	1442	lmao bitch i did drop you and i m texting 5 other niggas too you re not special whore url	1	discredit	active	explicit_hate	funny
1409	1443	keep calling her a bitch and a whore dude real grown up	1	discredit	active	explicit_hate	funny
1410	1444	heard that s ur bitch but that lil whore a bopper	1	discredit	active	implicit_hate	funny
1411	1445	sometimes i wish we weren t cousins cs ur a bitch butttt i love u whore you re only young once but immature for a url	1	discredit	active	implicit_hate	funny
1412	1446	fuck you u a fucking whore lil bitch i don t even like u tbh	1	discredit	active	explicit_hate	funny
1413	1447	these whores woke me up out of my sleep ima be mad as a bitch in the morning waking up for work	1	discredit	active	implicit_hate	funny
1414	1448	since u r a pathetic self claimed pseudo analyst don t bark before you r a bit clear on the subject bitch cum whore	1	discredit	active	not_hate	funny
1415	1449	anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done	1	discredit	active	implicit_hate	funny
1416	1450	and most the women they whores hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100	1	stereotype	passive	implicit_hate	funny
1417	1451	from why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores	1	discredit	active	implicit_hate	funny
1418	1452	stop embarrass media women u r media whore	1	discredit	active	not_hate	funny
1419	1453	74 women admit to moral sex whore url	1	discredit	passive	not_hate	funny
1420	1454	your a crack whore look in the mirror complete trash you are you make women yourself and the great s url	1	discredit	active	explicit_hate	funny
1421	1455	women always blame men for everything how about not dressing like a whore	1	derailing	passive	implicit_hate	funny
1422	1456	some women are aggressive promiscuous whores but all women must try harder not to make men feel uncomf url	1	dominance	passive	implicit_hate	funny
1423	1457	putting women on pedestals gen kelly is why women are abused we don t fall neatly into the madonna whore categories we re people ffs	1	derailing	passive	implicit_hate	funny
1424	1458	this is the reason women in hollywood are treated like whores if it looks like a whore and url	1	derailing	passive	implicit_hate	funny
1425	1459	this your whore you going to marry and lie to me about will never marry women who show body to public url	1	discredit	active	not_hate	funny
1426	1460	these women just whore themselves out	1	discredit	passive	explicit_hate	funny
1427	1461	it s amazing how women with whore tendencies think they can solve a god s cypher you wish bitch i bet those feet are like homeless toes	1	discredit	passive	implicit_hate	funny
